utt_id,condition,mbr_wer,greedy_wer,n_unique,oracle_in_set
8288-274162-0036,wide_beam,0.0,0.0,16,True
8288-274162-0037,wide_beam,0.428571,0.428571,16,False
8288-274162-0038,wide_beam,0.0,0.0,15,True
8288-274162-0039,wide_beam,0.1,0.1,16,False
8288-274162-0040,wide_beam,0.125,0.125,16,True
8288-274162-0041,wide_beam,0.0,0.0,16,True
8288-274162-0042,wide_beam,0.583333,0.583333,16,False
8288-274162-0043,wide_beam,0.25,0.25,16,False
8288-274162-0044,wide_beam,0.052632,0.052632,16,True
8288-274162-0045,wide_beam,0.214286,0.214286,16,False
8288-274162-0046,wide_beam,0.5,0.5,16,False
8288-274162-0047,wide_beam,0.434783,0.434783,16,False
8288-274162-0048,wide_beam,0.333333,0.333333,16,False
8288-274162-0049,wide_beam,0.25,0.0,16,True
8288-274162-0050,wide_beam,0.0,0.0,6,True
8288-274162-0051,wide_beam,0.0,0.0,12,True
8288-274162-0052,wide_beam,0.454545,0.454545,16,False
8288-274162-0053,wide_beam,0.0,0.0,2,True
8288-274162-0054,wide_beam,0.045455,0.045455,16,False
8288-274162-0055,wide_beam,0.181818,0.181818,16,True
8288-274162-0056,wide_beam,0.0,0.0,3,True
8288-274162-0057,wide_beam,0.0,0.0,16,True
8288-274162-0058,wide_beam,0.263158,0.263158,16,False
8288-274162-0059,wide_beam,0.0,0.0,3,True
8288-274162-0060,wide_beam,0.105263,0.157895,16,False
8288-274162-0061,wide_beam,0.0,0.0,3,True
8288-274162-0062,wide_beam,0.0,0.0,1,True
8288-274162-0063,wide_beam,0.5,0.333333,16,False
8288-274162-0064,wide_beam,0.066667,0.066667,16,True
8288-274162-0065,wide_beam,0.181818,0.272727,16,False
8288-274162-0066,wide_beam,0.095238,0.095238,16,False
5543-27761-0000,wide_beam,0.4,0.4,16,False
5543-27761-0001,wide_beam,0.0,0.0,1,True
5543-27761-0002,wide_beam,0.333333,0.222222,16,False
5543-27761-0003,wide_beam,0.05,0.05,16,False
5543-27761-0004,wide_beam,0.066667,0.066667,16,False
5543-27761-0005,wide_beam,0.166667,0.333333,16,False
5543-27761-0006,wide_beam,0.0,0.0,10,True
5543-27761-0007,wide_beam,0.1,0.1,16,False
5543-27761-0008,wide_beam,0.1,0.1,16,False
5543-27761-0009,wide_beam,0.090909,0.090909,12,True
5543-27761-0010,wide_beam,0.0,0.0,6,True
5543-27761-0011,wide_beam,0.105263,0.105263,16,False
5543-27761-0012,wide_beam,0.136364,0.136364,16,False
5543-27761-0013,wide_beam,0.111111,0.111111,16,False
5543-27761-0014,wide_beam,0.222222,0.333333,16,False
5543-27761-0015,wide_beam,0.045455,0.045455,16,False
5543-27761-0016,wide_beam,0.181818,0.227273,16,False
5543-27761-0017,wide_beam,0.029412,0.029412,16,False
5543-27761-0018,wide_beam,0.0,0.0,1,True
5543-27761-0019,wide_beam,0.0,0.0,1,True
5543-27761-0020,wide_beam,0.25,0.25,16,False
5543-27761-0021,wide_beam,0.666667,0.666667,16,False
5543-27761-0022,wide_beam,0.1,0.1,16,False
5543-27761-0023,wide_beam,0.625,0.625,16,False
5543-27761-0024,wide_beam,0.235294,0.205882,16,False
5543-27761-0025,wide_beam,0.25,0.25,16,False
5543-27761-0026,wide_beam,0.1875,0.1875,16,False
5543-27761-0027,wide_beam,0.090909,0.090909,16,False
5543-27761-0028,wide_beam,0.096774,0.096774,16,False
5543-27761-0029,wide_beam,0.529412,0.529412,16,False
5543-27761-0030,wide_beam,0.047619,0.047619,16,False
5543-27761-0031,wide_beam,0.090909,0.090909,16,False
5543-27761-0032,wide_beam,0.095238,0.095238,16,False
5543-27761-0033,wide_beam,0.5,0.5,16,False
5543-27761-0034,wide_beam,0.111111,0.111111,2,False
5543-27761-0035,wide_beam,0.0,0.0,13,True
5543-27761-0036,wide_beam,0.0,0.0,7,True
5543-27761-0037,wide_beam,0.0,0.0,7,True
5543-27761-0038,wide_beam,0.8,0.8,16,False
5543-27761-0039,wide_beam,0.0,0.0,3,True
5543-27761-0040,wide_beam,0.090909,0.090909,16,False
5543-27761-0041,wide_beam,0.052632,0.052632,16,False
5543-27761-0042,wide_beam,0.6,0.6,16,False
5543-27761-0043,wide_beam,0.055556,0.0,2,True
5543-27761-0044,wide_beam,0.222222,0.222222,16,False
5543-27761-0045,wide_beam,0.4,0.4,16,False
5543-27761-0046,wide_beam,0.166667,0.166667,16,False
5543-27761-0047,wide_beam,0.133333,0.133333,16,False
5543-27761-0048,wide_beam,0.45,0.5,16,False
5543-27761-0049,wide_beam,0.25,0.25,16,False
5543-27761-0050,wide_beam,0.166667,0.166667,16,False
5543-27761-0051,wide_beam,0.052632,0.052632,16,False
5543-27761-0052,wide_beam,0.0,0.0,3,True
5543-27761-0053,wide_beam,0.375,0.5,16,False
5543-27761-0054,wide_beam,0.5,0.5,16,False
5543-27761-0055,wide_beam,0.692308,0.615385,16,False
5543-27761-0056,wide_beam,0.277778,0.277778,16,False
5543-27761-0057,wide_beam,0.142857,0.142857,16,False
5543-27761-0058,wide_beam,0.08,0.08,16,False
5543-27761-0059,wide_beam,0.071429,0.142857,16,False
5543-27761-0060,wide_beam,0.05,0.025,16,False
5543-27761-0061,wide_beam,0.0,0.0,3,True
5543-27761-0062,wide_beam,0.111111,0.138889,16,False
5543-27761-0063,wide_beam,0.222222,0.222222,16,False
5543-27761-0064,wide_beam,0.428571,0.428571,16,False
5543-27761-0065,wide_beam,0.090909,0.090909,16,False
5543-27761-0066,wide_beam,0.0,0.0,4,True
5543-27761-0067,wide_beam,0.294118,0.352941,16,False
5543-27761-0068,wide_beam,0.0,0.0,2,True
5543-27761-0069,wide_beam,0.25,0.25,16,False
5543-27761-0070,wide_beam,0.0,0.0,3,True
5543-27761-0071,wide_beam,0.045455,0.045455,16,False
5543-27761-0072,wide_beam,0.0,0.0,8,True
5543-27761-0073,wide_beam,0.904762,0.904762,16,False
5543-27761-0074,wide_beam,0.035714,0.035714,16,False
5543-27761-0075,wide_beam,0.0,0.0,1,True
5543-27761-0076,wide_beam,0.333333,0.5,16,False
5543-27761-0077,wide_beam,0.0,0.0,3,True
5543-27761-0078,wide_beam,0.184211,0.210526,16,False
5543-27761-0079,wide_beam,0.055556,0.055556,16,True
5543-27761-0080,wide_beam,0.5,0.5,16,False
5543-27761-0081,wide_beam,0.142857,0.142857,16,False
5543-27761-0082,wide_beam,0.0625,0.1875,16,False
5543-27761-0083,wide_beam,0.142857,0.142857,9,False
5543-27761-0084,wide_beam,0.214286,0.214286,16,False
5543-27761-0085,wide_beam,0.8,0.8,16,False
5543-27761-0086,wide_beam,0.166667,0.166667,16,False
5543-27761-0087,wide_beam,0.0,0.0,2,True
5543-27761-0088,wide_beam,0.214286,0.214286,16,False
5543-27761-0089,wide_beam,0.076923,0.076923,16,False
5543-27761-0090,wide_beam,0.0,0.0,1,True
5543-27761-0091,wide_beam,0.111111,0.111111,16,False
5543-27761-0092,wide_beam,0.0625,0.0625,16,False
5543-27761-0093,wide_beam,0.142857,0.142857,16,False
5543-27761-0094,wide_beam,0.0,0.0,1,True
5543-27761-0095,wide_beam,0.0,0.0,1,True
5543-27761-0096,wide_beam,0.136364,0.136364,16,False
5543-27761-0097,wide_beam,0.058824,0.058824,16,False
5543-27761-0098,wide_beam,0.8,0.8,16,False
5543-27761-0099,wide_beam,0.04,0.08,16,False
5543-27761-0100,wide_beam,0.416667,0.416667,16,False
5543-27761-0101,wide_beam,0.076923,0.076923,16,False
5543-27761-0102,wide_beam,0.1875,0.1875,16,False
5543-27761-0103,wide_beam,0.111111,0.111111,16,False
5543-27761-0104,wide_beam,0.0,0.0,1,True
5543-27761-0105,wide_beam,0.2,0.2,16,False
5543-27761-0106,wide_beam,0.4,0.6,16,False
3915-57461-0000,wide_beam,0.263158,0.263158,16,False
3915-57461-0001,wide_beam,0.0,0.0,11,True
3915-57461-0002,wide_beam,0.043478,0.043478,16,False
3915-57461-0003,wide_beam,0.027027,0.0,16,True
3915-57461-0004,wide_beam,0.0,0.0,16,True
3915-57461-0005,wide_beam,0.036364,0.036364,16,False
3915-57461-0006,wide_beam,0.0,0.0,4,True
3915-57461-0007,wide_beam,0.0,0.0,6,True
3915-57461-0008,wide_beam,0.285714,0.285714,16,False
3915-57461-0009,wide_beam,0.272727,0.272727,16,False
3915-57461-0010,wide_beam,0.393939,0.363636,16,False
3915-57461-0011,wide_beam,0.073171,0.073171,16,False
3915-57461-0012,wide_beam,0.03125,0.0625,16,False
3915-57461-0013,wide_beam,0.047619,0.047619,15,False
3915-57461-0014,wide_beam,0.042553,0.085106,16,False
3915-57461-0015,wide_beam,0.125,0.125,16,False
3915-57461-0016,wide_beam,0.0,0.0,6,True
3915-57461-0017,wide_beam,0.0,0.0,11,True
3915-57461-0018,wide_beam,0.055556,0.055556,16,False
3915-57461-0019,wide_beam,0.166667,0.166667,16,False
3915-57461-0020,wide_beam,0.052632,0.052632,10,True
3915-57461-0021,wide_beam,0.0,0.0,2,True
3915-57461-0022,wide_beam,0.0,0.0,7,True
3915-57461-0023,wide_beam,0.0,0.0,2,True
3915-57461-0024,wide_beam,0.0,0.0,1,True
3915-57461-0025,wide_beam,0.0,0.0,10,True
3915-57461-0026,wide_beam,0.307692,0.307692,16,False
3915-57461-0027,wide_beam,0.0,0.0,14,True
3915-57461-0028,wide_beam,0.0,0.0,2,True
3915-57461-0029,wide_beam,0.0625,0.1875,16,False
3915-57461-0030,wide_beam,0.105263,0.105263,16,False
3915-98647-0000,wide_beam,0.16,0.12,16,False
3915-98647-0001,wide_beam,0.906977,0.906977,16,False
3915-98647-0002,wide_beam,0.315789,0.368421,16,False
3915-98647-0003,wide_beam,0.647059,0.647059,16,False
3915-98647-0004,wide_beam,0.518519,0.518519,16,False
3915-98647-0005,wide_beam,0.92,0.92,16,False
3915-98647-0006,wide_beam,0.111111,0.111111,16,False
3915-98647-0007,wide_beam,0.185185,0.185185,16,False
3915-98647-0008,wide_beam,0.095238,0.095238,16,False
3915-98647-0009,wide_beam,0.043478,0.043478,16,False
3915-98647-0010,wide_beam,0.307692,0.307692,16,False
3915-98647-0011,wide_beam,0.0,0.095238,16,True
3915-98647-0012,wide_beam,0.415584,0.415584,16,False
3915-98647-0013,wide_beam,0.0,0.0,7,True
3915-98647-0014,wide_beam,0.16129,0.16129,16,False
3915-98647-0015,wide_beam,0.097561,0.097561,16,False
3915-98647-0016,wide_beam,0.0,0.136364,16,True
3915-98647-0017,wide_beam,0.074074,0.074074,16,False
3915-98647-0018,wide_beam,0.176471,0.176471,16,False
3915-98647-0019,wide_beam,0.75,0.75,16,False
3915-98647-0020,wide_beam,0.0625,0.0625,11,True
3915-98647-0021,wide_beam,0.0,0.0,16,True
3915-98647-0022,wide_beam,0.16129,0.129032,16,False
3915-98647-0023,wide_beam,1.0,1.0,16,False
3915-98647-0024,wide_beam,0.266667,0.333333,16,False
3915-98647-0025,wide_beam,0.0,0.0,16,True
3915-98647-0026,wide_beam,0.236364,0.236364,16,False
3915-98647-0027,wide_beam,0.933333,0.933333,16,False
3915-98647-0028,wide_beam,0.352941,0.352941,16,False
3915-98647-0029,wide_beam,0.0,0.0,11,True
3915-98647-0030,wide_beam,0.05,0.1,16,False
3915-98647-0031,wide_beam,0.0,0.0,8,True
3915-98647-0032,wide_beam,0.032258,0.032258,16,False
3915-98647-0033,wide_beam,0.018519,0.018519,16,False
3915-98647-0034,wide_beam,0.217391,0.217391,16,False
3915-98647-0035,wide_beam,0.111111,0.111111,16,False
3915-98647-0036,wide_beam,0.083333,0.083333,16,False
1255-74899-0000,wide_beam,0.0,0.0,4,True
1255-74899-0001,wide_beam,0.0,0.0,6,True
1255-74899-0002,wide_beam,0.058824,0.058824,16,False
1255-74899-0003,wide_beam,0.25,0.25,16,False
1255-74899-0004,wide_beam,0.142857,0.285714,16,False
1255-74899-0005,wide_beam,0.0,0.0,7,True
1255-74899-0006,wide_beam,0.0,0.0,3,True
1255-74899-0007,wide_beam,0.055556,0.0,7,True
1255-74899-0008,wide_beam,0.12963,0.12963,16,False
1255-74899-0009,wide_beam,0.375,0.375,16,False
1255-74899-0010,wide_beam,0.0,0.0,16,True
1255-74899-0011,wide_beam,0.055556,0.0,7,True
1255-74899-0012,wide_beam,0.285714,0.285714,16,False
1255-74899-0013,wide_beam,0.666667,0.666667,16,False
1255-74899-0014,wide_beam,0.066667,0.066667,16,False
1255-74899-0015,wide_beam,0.047619,0.047619,16,True
1255-74899-0016,wide_beam,0.0,0.0,3,True
1255-74899-0017,wide_beam,0.1,0.3,16,False
1255-74899-0018,wide_beam,0.1,0.1,16,False
1255-74899-0019,wide_beam,0.133333,0.133333,16,False
1255-74899-0020,wide_beam,0.6,0.6,16,False
1255-74899-0021,wide_beam,0.2,0.2,7,True
1255-74899-0022,wide_beam,0.0,0.0,8,True
1255-90407-0000,wide_beam,0.266667,0.266667,16,False
1255-90407-0001,wide_beam,0.0,0.0,3,True
1255-90407-0002,wide_beam,0.25,0.0,4,True
1255-90407-0003,wide_beam,0.066667,0.066667,7,False
1255-90407-0004,wide_beam,0.0,0.0,2,True
1255-90407-0005,wide_beam,0.25,0.0,7,True
1255-90407-0006,wide_beam,0.2,0.0,6,True
1255-90407-0007,wide_beam,0.142857,0.142857,16,False
1255-90407-0008,wide_beam,0.3,0.3,16,False
1255-90407-0009,wide_beam,0.090909,0.181818,16,False
1255-90407-0010,wide_beam,0.25,0.5,13,True
1255-90407-0011,wide_beam,0.0,0.076923,6,True
1255-90407-0012,wide_beam,0.0,0.076923,16,True
1255-90407-0013,wide_beam,0.0,0.0,1,True
1255-90407-0014,wide_beam,0.428571,0.428571,16,False
1255-90407-0015,wide_beam,0.111111,0.111111,16,False
1255-90407-0016,wide_beam,0.117647,0.117647,16,False
1255-90407-0017,wide_beam,0.12,0.12,16,False
1255-90407-0018,wide_beam,0.0,0.0,4,True
1255-90407-0019,wide_beam,0.0,0.090909,16,True
1255-90407-0020,wide_beam,0.0625,0.0625,16,False
1255-90407-0021,wide_beam,0.0,0.0,2,True
1255-90407-0022,wide_beam,0.2,0.2,16,False
1255-90407-0023,wide_beam,0.0,0.0,7,True
1255-90407-0024,wide_beam,0.0,0.066667,13,True
1255-90407-0025,wide_beam,0.227273,0.227273,16,False
1255-90407-0026,wide_beam,0.088235,0.058824,16,False
1255-90407-0027,wide_beam,0.142857,0.142857,16,False
1255-90407-0028,wide_beam,0.0,0.0,5,True
1255-90407-0029,wide_beam,0.0,0.0,10,True
1255-90407-0030,wide_beam,0.5,0.5,16,False
1255-90413-0000,wide_beam,0.0,0.2,16,True
1255-90413-0001,wide_beam,0.111111,0.111111,16,False
1255-90413-0002,wide_beam,0.148148,0.148148,16,False
1255-90413-0003,wide_beam,0.0,0.0,1,True
1255-90413-0004,wide_beam,0.0,0.0,6,True
1255-90413-0005,wide_beam,0.263158,0.263158,16,False
1255-90413-0006,wide_beam,0.111111,0.111111,16,False
1255-90413-0007,wide_beam,0.041667,0.083333,16,False
1255-90413-0008,wide_beam,0.176471,0.176471,16,False
1255-90413-0009,wide_beam,0.022727,0.022727,16,False
1255-90413-0010,wide_beam,0.057143,0.057143,16,False
1255-90413-0011,wide_beam,0.090909,0.090909,16,False
1255-90413-0012,wide_beam,0.0,0.055556,16,True
1255-90413-0013,wide_beam,0.2,0.2,16,False
1255-90413-0014,wide_beam,0.0,0.0,3,True
1255-90413-0015,wide_beam,0.0,0.0,4,True
1255-90413-0016,wide_beam,0.0,0.0,4,True
1255-90413-0017,wide_beam,0.2,0.2,16,False
1255-90413-0018,wide_beam,1.0,1.0,16,False
1255-90413-0019,wide_beam,0.166667,0.166667,3,True
1255-90413-0020,wide_beam,0.285714,0.285714,16,False
1255-90413-0021,wide_beam,0.076923,0.076923,16,True
1255-90413-0022,wide_beam,0.085714,0.085714,16,False
1255-90413-0023,wide_beam,0.0,0.0,2,True
1255-90413-0024,wide_beam,0.0,0.0,7,True
1255-90413-0025,wide_beam,0.0,0.0,8,True
1255-90413-0026,wide_beam,0.142857,0.142857,16,False
1255-90413-0027,wide_beam,0.028571,0.028571,16,False
1255-90413-0028,wide_beam,0.108108,0.108108,16,False
1255-138279-0000,wide_beam,0.1,0.1,16,False
1255-138279-0001,wide_beam,0.075,0.1,16,False
1255-138279-0002,wide_beam,0.074074,0.074074,7,False
1255-138279-0003,wide_beam,0.0,0.052632,16,True
1255-138279-0004,wide_beam,0.0,0.0,4,True
1255-138279-0005,wide_beam,0.090909,0.090909,16,False
1255-138279-0006,wide_beam,0.0,0.0,16,True
1255-138279-0007,wide_beam,0.0,0.0,5,True
1255-138279-0008,wide_beam,0.0,0.0,2,True
1255-138279-0009,wide_beam,0.5,0.5,16,True
1255-138279-0010,wide_beam,0.0,0.0,3,True
1255-138279-0011,wide_beam,0.428571,0.285714,8,False
1255-138279-0012,wide_beam,0.0,0.076923,16,True
1255-138279-0013,wide_beam,0.25,0.25,16,False
1255-138279-0014,wide_beam,0.0,0.0,6,True
1255-138279-0015,wide_beam,0.0,0.0,5,True
1255-138279-0016,wide_beam,0.125,0.125,9,False
1255-138279-0017,wide_beam,0.125,0.125,16,True
1255-138279-0018,wide_beam,0.0,0.0,5,True
1255-138279-0019,wide_beam,0.090909,0.090909,5,True
1255-138279-0020,wide_beam,0.0,0.0,5,True
1255-138279-0021,wide_beam,0.2,0.2,16,False
1255-138279-0022,wide_beam,0.0,0.125,4,True
1255-138279-0023,wide_beam,0.0,0.0,2,True
1255-138279-0024,wide_beam,0.2,0.0,9,True
4153-185072-0000,wide_beam,0.05,0.05,16,False
4153-185072-0001,wide_beam,0.0,0.0,16,True
4153-185072-0002,wide_beam,0.109091,0.109091,16,False
4153-185072-0003,wide_beam,0.0,0.04,16,True
4153-185072-0004,wide_beam,0.0,0.0,16,True
4153-185072-0005,wide_beam,0.133333,0.155556,16,False
4153-185072-0006,wide_beam,0.133333,0.133333,16,False
4153-185072-0007,wide_beam,0.181818,0.181818,16,False
4153-185072-0008,wide_beam,0.208333,0.208333,16,False
4153-185072-0009,wide_beam,0.038462,0.076923,16,False
4153-185072-0010,wide_beam,0.384615,0.384615,16,False
4153-185072-0011,wide_beam,0.0,0.0,8,True
4153-185072-0012,wide_beam,0.052632,0.052632,16,False
4153-185072-0013,wide_beam,0.0,0.018182,16,True
4153-185072-0014,wide_beam,0.0,0.0,10,True
4153-185072-0015,wide_beam,0.064516,0.064516,16,False
4153-61735-0000,wide_beam,0.294118,0.294118,16,False
4153-61735-0001,wide_beam,0.0,0.1,16,True
4153-61735-0002,wide_beam,0.068966,0.068966,16,False
4153-61735-0003,wide_beam,0.068966,0.068966,16,False
4153-61735-0004,wide_beam,0.178571,0.285714,16,False
4153-61735-0005,wide_beam,0.090909,0.090909,16,False
4153-61735-0006,wide_beam,0.318182,0.363636,16,False
4153-61735-0007,wide_beam,0.263158,0.263158,16,False
4153-61735-0008,wide_beam,0.15,0.15,16,False
4153-61735-0009,wide_beam,0.25,0.25,16,False
4153-61735-0010,wide_beam,0.0,0.0,8,True
4153-61735-0011,wide_beam,0.090909,0.090909,16,False
4153-61735-0012,wide_beam,0.057143,0.057143,16,False
4153-186222-0000,wide_beam,0.142857,0.142857,16,False
4153-186222-0001,wide_beam,0.666667,0.333333,16,True
4153-186222-0002,wide_beam,0.0,0.0,14,True
4153-186222-0003,wide_beam,0.6875,0.6875,16,False
4153-186222-0004,wide_beam,0.16,0.16,16,False
4153-186222-0005,wide_beam,0.0,0.0,5,True
4153-186222-0006,wide_beam,0.333333,0.333333,16,False
4153-186222-0007,wide_beam,0.4,0.4,16,False
4153-186222-0008,wide_beam,0.0,0.0,12,True
4153-186222-0009,wide_beam,0.2,0.2,16,False
4153-186222-0010,wide_beam,0.083333,0.083333,16,False
4153-186222-0011,wide_beam,0.151515,0.181818,16,False
4153-186222-0012,wide_beam,0.090909,0.090909,16,False
4153-186222-0013,wide_beam,0.04,0.04,16,True
4153-186222-0014,wide_beam,0.0,0.055556,16,True
4153-186222-0015,wide_beam,0.315789,0.315789,16,False
4153-186222-0016,wide_beam,0.083333,0.166667,16,False
4153-186222-0017,wide_beam,0.043478,0.043478,16,False
4153-186222-0018,wide_beam,0.4,0.4,16,False
4153-186222-0019,wide_beam,0.1875,0.1875,16,False
4153-186222-0020,wide_beam,0.666667,0.555556,16,False
4153-186222-0021,wide_beam,0.0,0.25,16,True
4153-186222-0022,wide_beam,0.0,0.0,8,True
4153-186222-0023,wide_beam,0.125,0.125,16,False
4153-186222-0024,wide_beam,0.1,0.1,16,True
4153-186222-0025,wide_beam,0.0,0.0,16,True
4153-186222-0026,wide_beam,0.0,0.076923,16,True
4153-186222-0027,wide_beam,0.0,0.0,14,True
4153-186222-0028,wide_beam,0.272727,0.272727,16,False
4153-186222-0029,wide_beam,0.0,0.0,3,True
4153-186222-0030,wide_beam,0.0,0.0,12,True
4153-186222-0031,wide_beam,0.0,0.0,7,True
4153-186222-0032,wide_beam,0.0,0.166667,16,True
4153-186222-0033,wide_beam,0.25,0.25,16,False
4153-186222-0034,wide_beam,0.166667,0.166667,16,False
4153-186222-0035,wide_beam,0.375,0.375,16,False
4153-186223-0000,wide_beam,0.043478,0.0,16,True
4153-186223-0001,wide_beam,0.05,0.05,16,False
4153-186223-0002,wide_beam,0.404762,0.404762,16,False
4153-186223-0003,wide_beam,0.027778,0.027778,16,False
4153-186223-0004,wide_beam,0.111111,0.111111,16,False
4153-186223-0005,wide_beam,0.235294,0.235294,16,False
4153-186223-0006,wide_beam,0.115385,0.115385,16,False
4153-186223-0007,wide_beam,0.333333,0.0,16,True
4153-186223-0008,wide_beam,0.0,0.111111,16,True
4153-186223-0009,wide_beam,0.714286,0.714286,16,False
4153-186223-0010,wide_beam,0.111111,0.111111,13,True
4153-186223-0011,wide_beam,0.166667,0.166667,16,False
4153-186223-0012,wide_beam,0.0,0.0,7,True
4153-186223-0013,wide_beam,0.636364,0.636364,16,False
4153-186223-0014,wide_beam,0.8,0.8,16,False
4153-186223-0015,wide_beam,0.5,0.5,16,False
4153-186223-0016,wide_beam,0.24,0.24,16,False
4153-186223-0017,wide_beam,0.038462,0.115385,16,False
4153-186223-0018,wide_beam,0.0,0.0,1,True
4153-186223-0019,wide_beam,0.0,0.1,16,True
4153-186223-0020,wide_beam,0.5,0.6,16,False
6841-88291-0000,wide_beam,0.071429,0.142857,16,False
6841-88291-0001,wide_beam,0.340426,0.276596,16,False
6841-88291-0002,wide_beam,0.285714,0.285714,16,False
6841-88291-0003,wide_beam,0.086957,0.086957,16,False
6841-88291-0004,wide_beam,0.083333,0.083333,16,False
6841-88291-0005,wide_beam,0.095238,0.095238,16,False
6841-88291-0006,wide_beam,0.291667,0.291667,16,False
6841-88291-0007,wide_beam,0.0,0.0,3,True
6841-88291-0008,wide_beam,0.5,0.5,16,False
6841-88291-0009,wide_beam,0.133333,0.2,16,False
6841-88291-0010,wide_beam,0.25,0.25,16,False
6841-88291-0011,wide_beam,0.545455,0.545455,16,False
6841-88291-0012,wide_beam,0.222222,0.222222,16,False
6841-88291-0013,wide_beam,0.192308,0.192308,16,False
6841-88291-0014,wide_beam,0.0,0.0,4,True
6841-88291-0015,wide_beam,0.210526,0.263158,16,False
6841-88291-0016,wide_beam,0.222222,0.222222,16,False
6841-88291-0017,wide_beam,0.333333,0.333333,16,False
6841-88291-0018,wide_beam,0.0,0.0,12,True
6841-88291-0019,wide_beam,0.0,0.0,16,True
6841-88291-0020,wide_beam,0.5,0.5,16,False
6841-88291-0021,wide_beam,0.25,0.25,16,False
6841-88291-0022,wide_beam,0.111111,0.111111,16,True
6841-88291-0023,wide_beam,0.3,0.3,16,False
6841-88291-0024,wide_beam,0.294118,0.294118,16,False
6841-88291-0025,wide_beam,0.1,0.1,16,True
6841-88291-0026,wide_beam,0.1,0.1,16,False
6841-88291-0027,wide_beam,0.037037,0.037037,16,True
6841-88291-0028,wide_beam,0.2,0.2,16,False
6841-88291-0029,wide_beam,0.363636,0.409091,16,False
6841-88291-0030,wide_beam,0.208333,0.208333,16,False
6841-88291-0031,wide_beam,0.148148,0.185185,16,False
6841-88291-0032,wide_beam,0.178571,0.25,16,False
6841-88291-0033,wide_beam,0.833333,0.833333,16,False
6841-88291-0034,wide_beam,0.074074,0.111111,16,False
6841-88291-0035,wide_beam,0.967742,0.967742,16,False
6841-88291-0036,wide_beam,0.235294,0.235294,16,False
6841-88291-0037,wide_beam,0.333333,0.333333,16,False
6841-88291-0038,wide_beam,0.333333,0.333333,16,False
6841-88291-0039,wide_beam,0.25,0.25,5,False
6841-88291-0040,wide_beam,0.714286,0.714286,16,False
6841-88291-0041,wide_beam,0.0,0.0,1,True
6841-88291-0042,wide_beam,0.363636,0.363636,16,False
6841-88291-0043,wide_beam,0.5,0.25,16,False
6841-88291-0044,wide_beam,0.5,0.5,16,False
6841-88291-0045,wide_beam,0.083333,0.083333,16,True
6841-88291-0046,wide_beam,0.058824,0.058824,16,False
6841-88291-0047,wide_beam,0.083333,0.083333,16,False
6841-88291-0048,wide_beam,0.2,0.2,16,False
6841-88291-0049,wide_beam,0.083333,0.083333,12,False
6841-88291-0050,wide_beam,0.0,0.0,16,True
6841-88291-0051,wide_beam,0.142857,0.0,5,True
6841-88291-0052,wide_beam,0.333333,0.333333,16,False
6841-88291-0053,wide_beam,0.1,0.1,16,False
6841-88291-0054,wide_beam,0.5,0.5,16,False
6841-88291-0055,wide_beam,0.736842,0.736842,16,False
6841-88291-0056,wide_beam,0.09375,0.09375,16,False
6841-88294-0000,wide_beam,0.225806,0.193548,16,False
6841-88294-0001,wide_beam,0.083333,0.166667,16,False
6841-88294-0002,wide_beam,0.0,0.047619,16,True
6841-88294-0003,wide_beam,0.0,0.0,7,True
6841-88294-0004,wide_beam,0.1,0.1,16,False
6841-88294-0005,wide_beam,0.0,0.034483,16,True
6841-88294-0006,wide_beam,0.0,0.0,13,True
6841-88294-0007,wide_beam,0.363636,0.363636,16,False
6841-88294-0008,wide_beam,0.333333,0.333333,16,False
6841-88294-0009,wide_beam,0.146341,0.146341,16,False
6841-88294-0010,wide_beam,0.039216,0.058824,16,False
6841-88294-0011,wide_beam,0.142857,0.190476,16,False
6841-88294-0012,wide_beam,0.368421,0.342105,16,False
6841-88294-0013,wide_beam,0.588235,0.588235,16,False
6841-88294-0014,wide_beam,0.1875,0.1875,16,False
6841-88294-0015,wide_beam,0.0,0.0,16,True
6841-88294-0016,wide_beam,0.045455,0.090909,16,False
6841-88294-0017,wide_beam,0.0,0.043478,16,True
6841-88294-0018,wide_beam,0.125,0.125,16,False
6841-88294-0019,wide_beam,0.125,0.25,16,False
6841-88294-0020,wide_beam,0.2,0.2,16,False
6841-88294-0021,wide_beam,0.0,0.0,16,True
6841-88294-0022,wide_beam,0.052632,0.052632,16,True
6841-88294-0023,wide_beam,0.1,0.0,16,True
6841-88294-0024,wide_beam,0.0,0.0,13,True
6841-88294-0025,wide_beam,0.333333,0.333333,16,False
6841-88294-0026,wide_beam,0.0,0.0,16,True
6841-88294-0027,wide_beam,0.0,0.0,7,True
6841-88294-0028,wide_beam,0.166667,0.0,6,True
6841-88294-0029,wide_beam,0.909091,0.909091,16,False
6841-88294-0030,wide_beam,0.181818,0.181818,16,False
6841-88294-0031,wide_beam,0.4,0.4,16,False
6841-88294-0032,wide_beam,0.642857,0.642857,16,False
6841-88294-0033,wide_beam,0.222222,0.222222,11,False
6841-88294-0034,wide_beam,0.2,0.2,16,False
6841-88294-0035,wide_beam,0.636364,0.636364,16,False
6841-88294-0036,wide_beam,0.0,0.0,16,True
6841-88294-0037,wide_beam,0.5,0.5,16,False
6841-88294-0038,wide_beam,0.181818,0.181818,16,False
6841-88294-0039,wide_beam,0.090909,0.090909,16,False
